100,M,0.0010608703056242345,6.504703391326129e-09,1.8328023867735952e-11,2.942854548286798e-11,2.592710893234397e-22,1.0861798226273248e-16,6.323698192582738e-22
100,M,0.000953348649324231,1.1386224260476924e-09,3.4934518256303153e-12,1.0621582159697641e-11,6.396373083052415e-23,2.739553038532673e-16,9.73984092612383e-24
101,M,0.0011116398618788725,1.6400102792588313e-09,7.7394652409453e-12,3.8554673268186425e-11,6.308257696504495e-22,-1.2668406487742647e-15,2.1356097095675678e-22
101,M,0.0012254571534710053,3.217259563831357e-08,5.033455610338773e-11,5.3289192001373175e-11,-8.469400673310024e-22,-5.330560156085092e-15,2.62672555513936e-21
102,M,0.0008459770401819666,1.6866308926307557e-09,6.149636254495387e-12,1.1583912630462502e-11,7.162132970820251e-23,7.069580624704076e-17,6.655408677136346e-23
102,M,0.0012536498084857353,1.500632884354627e-10,5.0404876707784334e-11,1.1096166900008155e-10,8.286250814444168e-21,-6.532307442380495e-16,4.493650597599148e-22
103,F,0.0011754895342534948,2.2471084865803955e-08,4.2115575731108086e-11,8.016454534981511e-11,-8.401787566125624e-22,-6.209346561647842e-15,4.581550260856905e-21
103,F,0.0017784068338821033,1.2915504863928555e-07,1.7301446722200848e-10,4.982332514082986e-10,1.347452677205928e-19,-1.2575268186219047e-13,-5.693922678599123e-20
104,M,0.0011143385399185655,6.167682677649506e-10,1.7875996478948327e-11,5.314187104178293e-11,1.6378594817150226e-21,1.09493181858105e-15,1.3034704626957387e-23
104,M,0.0017198366651305095,2.3034251590642692e-08,1.5355738532887137e-10,2.622360368211969e-10,3.920032516529663e-20,-3.6871752859556996e-14,3.5106880903940447e-20
105,M,0.0009811382266279468,4.140977360418574e-10,1.0894755300113464e-11,2.8614854407180913e-11,4.524681508912186e-22,-1.3894079627279697e-16,-2.248067178982111e-22
105,M,0.0010524563642733383,3.884676383526356e-08,3.271996684475644e-12,6.423938631041568e-11,2.291053556835895e-22,-1.2388553037040189e-14,-9.027213951500818e-22
106,M,0.0010739096448433064,9.117376205876163e-09,1.4296224378848678e-11,3.328808831269735e-11,1.4595033824522581e-22,-2.969879948424215e-15,7.113614453694717e-22
106,M,0.0010403525662811032,5.750562523420483e-09,5.901118217410433e-12,1.593280503059684e-11,1.2551826480556589e-22,-2.0652310641232586e-16,9.007158826906495e-23
107,M,0.0013375064710899227,4.161377864587003e-08,5.23949597942335e-11,1.3713228149450192e-10,4.8775321588352535e-21,-2.67697383819184e-14,1.0551125593547953e-20
107,M,0.0011957268627504907,5.6981264572945615e-09,1.839423018682448e-11,5.83178852868275e-11,1.778705744419838e-21,-1.8877209094322076e-15,-6.960426914509949e-22
108,M,0.0009987180084423874,1.9848147523132037e-09,7.894009587122983e-12,2.0253434794160082e-11,1.1851021603169072e-22,-3.0763729735323317e-16,2.270213546732824e-22
108,M,0.0010858458267543202,2.0393577107437055e-09,1.4525494031212872e-11,1.9707673956887583e-11,3.3061195443708365e-22,6.892701615618557e-16,-4.334033788194094e-23
109,F,0.0011912918638284876,1.7061418589951434e-08,1.5560960086282044e-12,1.3416268201204646e-11,5.947259679798387e-23,1.5417312380312577e-15,-1.4859079519688358e-23
109,F,0.0010526368144154587,5.9305980249654346e-09,1.1398023637402138e-11,3.855570988991344e-11,9.026196573462681e-23,-1.1758617476363844e-16,8.031981169199476e-22
110,F,0.0014552375536543908,1.3068530408731191e-08,3.767360544075727e-11,2.2016789897574643e-10,1.9090596555991377e-20,-1.7725864638715874e-14,-6.133255026497439e-21
110,F,0.0012044259703258957,1.0087395513281409e-09,1.9378229932584594e-11,7.288431576676613e-11,2.7158820781026042e-21,2.0208933884781143e-15,-3.558977776640784e-22
111,M,0.0010654071890414548,9.991675215919978e-09,3.546153593698083e-11,3.65636813667075e-11,9.489071785776839e-22,-5.804246451193516e-18,9.126933111779268e-22
111,M,0.0009380348388144884,1.1097964362422518e-09,8.423289601797419e-12,1.6184228690754122e-11,1.850735749649541e-22,3.743922119855038e-16,-3.814620141757424e-23
112,M,0.0010388261027640545,6.245675311202968e-09,2.065055261496394e-11,3.632522680913346e-11,5.97011838653858e-22,3.716122406795181e-16,7.9586299475757355e-22
112,M,0.0020968240311756235,5.245765260896203e-07,5.57923730058579e-10,6.14049582749e-10,-4.048262011867933e-21,-4.3949930238644797e-13,3.593892040557175e-19
113,M,0.0010248135168319781,5.6205736929764716e-09,1.5560722785256827e-11,3.5157499088860655e-11,6.563869706958478e-22,-2.3408149412212665e-15,4.953477702897449e-22
113,M,0.0009989948085143798,4.4213154004038775e-09,2.0574404528851858e-13,2.238941029672236e-11,4.434315432647826e-23,-1.1965014989975589e-15,-1.8516239321097676e-23
114,F,0.0010255756223753083,1.2046392235995467e-09,9.453243340824384e-12,3.201245846690466e-11,5.476634085064308e-22,7.927063449266309e-16,1.0094854164153723e-22
114,F,0.0012666066210779276,2.7812249071136717e-08,4.744693742300238e-11,1.4260226744764694e-10,1.1405776281214068e-20,-2.374969377189468e-14,-2.7383315964294613e-21
115,F,0.0012567895424718766,1.5468623256545068e-09,4.811146583964408e-11,8.797329715842259e-11,4.866966757063037e-21,-2.780938036949916e-15,3.011546785475699e-21
115,F,0.0011015546509714719,4.245246396499977e-09,1.3814003421996793e-11,4.0768568479506907e-11,7.127097017182963e-22,-2.4938741242109274e-15,6.542844914255607e-22
116,M,0.0010394988998006964,4.787800881877718e-10,1.222410409080267e-11,1.808606161816221e-11,2.4995544952073718e-22,3.9561803239630425e-16,9.920037631021311e-23
116,M,0.0014039283559656127,7.603925972163324e-09,1.9847276459819892e-11,7.575814462966942e-11,2.868681253606688e-21,5.782114915342614e-15,6.326396754101025e-22
117,F,0.001139233066441785,4.308085615556767e-09,4.3094437912046344e-11,6.67538269308924e-11,3.261924533705906e-21,-1.0924876709648962e-15,-1.4760480414881553e-21
117,F,0.0010815326127017967,1.4399737748153231e-08,4.902462859800491e-11,7.427659439258526e-11,3.939738914011611e-21,-5.185214710202478e-15,2.137290272914904e-21
118,F,0.0010509380316429582,6.682122896657644e-10,2.228836690015511e-13,3.000362637258565e-11,2.1821062346304937e-23,6.691189148051361e-16,-7.445725528676607e-23
118,F,0.001639692093341295,7.783885405700327e-08,2.776948923386076e-10,2.7364430670967505e-10,-7.104390613851557e-20,-6.711228591751481e-14,2.5356622525728066e-20
